Country,Name,Category,Class,Soldiers,Morale,Discipline,Training,Recruitment cost,Upkeep cost,Weapon upgrade,Armour upgrade,Primary weapon,Primary_Attack,Charge bonus,Total defence,Armour,Defence skill,Shield,Hit points,Can board ships,Can hide in forest,Can withdraw,Weapon attributes,Hardy,Range,Ammunition,Secondary weapon,Secondary_Attack,Can be supported free in a city,Mount,Can form up and charge,Cantabrian circle,Tertiary weapon,Teriary_Attack,Fire by rank,Gunpowder weapon,Skirmish mode off by default,Knight,Very hardy,Can place stakes,Exploding shot,Can hide anywhere on the battlefield,Can hide in forest - improved,Scare horses
The Turks,Halberd Militia, Infantry, Heavy,48,5, Normal, Trained,510,150,75,55, Halberd (Melee),7,3,8,5,3,0,1,TRUE,TRUE,TRUE," Armour piercing, Bonus vs. cavalry = 4",,,,,,TRUE,,,,,,,,,,,,,,,
The Turks,Halberd Militia, Infantry, Heavy,48,5, Normal, Trained,510,150,75,55, Halberd (Melee),7,3,8,5,3,0,1,TRUE,TRUE,TRUE," Armour piercing, Bonus vs. cavalry = 4",,,,,,TRUE,,,,,,,,,,,,,,,
The Turks,Halberd Militia, Infantry, Heavy,48,5, Normal, Trained,510,150,75,55, Halberd (Melee),7,3,8,5,3,0,1,TRUE,TRUE,TRUE," Armour piercing, Bonus vs. cavalry = 4",,,,,,TRUE,,,,,,,,,,,,,,,
The Turks,Hand Gunners, Infantry, Missile,48,9, Normal, Trained,850,150,90,70, Hand gun (Missile),13,3,13,5,8,0,1,TRUE,TRUE,TRUE, Armour piercing,TRUE,55,20, Sword (Melee),11,,,,,,,,TRUE,,,,,,,,
The Turks,Hand Gunners, Infantry, Missile,48,9, Normal, Trained,850,150,90,70, Hand gun (Missile),13,3,13,5,8,0,1,TRUE,TRUE,TRUE, Armour piercing,TRUE,55,20, Sword (Melee),11,,,,,,,,TRUE,,,,,,,,
The Turks,Hand Gunners, Infantry, Missile,48,9, Normal, Trained,850,150,90,70, Hand gun (Missile),13,3,13,5,8,0,1,TRUE,TRUE,TRUE, Armour piercing,TRUE,55,20, Sword (Melee),11,,,,,,,,TRUE,,,,,,,,
The Turks,Naffatun, Infantry, Missile,16,11, Normal, Trained,380,50,55,40, Naphtha bomb (Missile),23,3,12,5,7,0,1,TRUE,TRUE,TRUE, Armour piercing,TRUE,40,5, Weak sword (Melee),13,,,,,,,,,,,,,,,,
The Turks,Naffatun, Infantry, Missile,16,11, Normal, Trained,380,50,55,40, Naphtha bomb (Missile),23,3,12,5,7,0,1,TRUE,TRUE,TRUE, Armour piercing,TRUE,40,5, Weak sword (Melee),13,,,,,,,,,,,,,,,,
The Turks,Naffatun, Infantry, Missile,16,11, Normal, Trained,380,50,55,40, Naphtha bomb (Missile),23,3,12,5,7,0,1,TRUE,TRUE,TRUE, Armour piercing,TRUE,40,5, Weak sword (Melee),13,,,,,,,,,,,,,,,,
The Turks,Turkish Archers, Infantry, Missile,48,3, Normal, Untrained,440,100,65,50, Composite bow (Missile),7,1,10,4,3,3,1,TRUE,TRUE,TRUE,,,160,30, Weak sword (Melee),6,,,,,,,,,,,,,,,,
The Turks,Turkish Archers, Infantry, Missile,48,3, Normal, Untrained,440,100,65,50, Composite bow (Missile),7,1,10,4,3,3,1,TRUE,TRUE,TRUE,,,160,30, Weak sword (Melee),6,,,,,,,,,,,,,,,,
The Turks,Bodyguard, Cavalry, Heavy,16,11, Disciplined, Trained,900,250,120,95, Cavalry spear (Melee),14,4,36,7,7,4,2,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),14,, Easternarmoured horse,,,,,,,,,TRUE,,,,,
The Turks,Bodyguard, Cavalry, Heavy,16,11, Disciplined, Trained,900,250,120,95, Cavalry spear (Melee),14,4,36,7,7,4,2,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),14,, Easternarmoured horse,,,,,,,,,TRUE,,,,,
The Turks,Bodyguard, Cavalry, Heavy,16,11, Disciplined, Trained,900,250,120,95, Cavalry spear (Melee),14,4,36,7,7,4,2,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),14,, Easternarmoured horse,,,,,,,,,TRUE,,,,,
The Turks,Sipahi Lancers, Cavalry, Heavy,32,9, Normal, Trained,750,210,120,95, Cavalry spear (Melee),11,4,15,5,6,4,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),11,, Heavy horse,TRUE,,,,,,,,,,,,,
The Turks,Sipahis, Cavalry, Missile,32,5, Normal, Trained,760,175,100,75, Cavalry composite bow (Missile),8,3,15,5,7,3,1,TRUE,TRUE,TRUE,,,120,25, Cavalry sword (Melee),9,, Heavy horse,TRUE,TRUE,,,,,,,,,,,,
The Turks,Sipahis, Cavalry, Missile,32,5, Normal, Trained,760,175,100,75, Cavalry composite bow (Missile),8,3,15,5,7,3,1,TRUE,TRUE,TRUE,,,120,25, Cavalry sword (Melee),9,, Heavy horse,TRUE,TRUE,,,,,,,,,,,,
The Turks,Sipahis, Cavalry, Missile,32,5, Normal, Trained,760,175,100,75, Cavalry composite bow (Missile),8,3,15,5,7,3,1,TRUE,TRUE,TRUE,,,120,25, Cavalry sword (Melee),9,, Heavy horse,TRUE,TRUE,,,,,,,,,,,,
The Turks,Ballista, Siege, Missile,16,9, Disciplined, Highly trained,370,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,180,50, Ballista (Siege),55,,,,,,,,,,,,,,,,
The Turks,Ballista, Siege, Missile,16,9, Disciplined, Highly trained,370,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,180,50, Ballista (Siege),55,,,,,,,,,,,,,,,,
The Turks,Ballista, Siege, Missile,16,9, Disciplined, Highly trained,370,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,180,50, Ballista (Siege),55,,,,,,,,,,,,,,,,
The Turks,Catapult, Siege, Missile,16,9, Disciplined, Highly trained,400,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,200,30, Catapult (Siege),55,,,,,,,,,,,,,,,,
The Turks,Catapult, Siege, Missile,16,9, Disciplined, Highly trained,400,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,200,30, Catapult (Siege),55,,,,,,,,,,,,,,,,
The Turks,Catapult, Siege, Missile,16,9, Disciplined, Highly trained,400,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,200,30, Catapult (Siege),55,,,,,,,,,,,,,,,,
The Turks,Trebuchet, Siege, Missile,16,9, Disciplined, Highly trained,430,250,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,215,3, Trebuchet (Siege),55,,,,, Trebuchet - cow carcass (Siege),12,,,,,,,,,,
The Turks,Baghlah, Ship, Light,50,8, Normal, Trained,1150,350,250,250, Melee,18,0,22,0,22,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
The Turks,Baghlah, Ship, Light,50,8, Normal, Trained,1150,350,250,250, Melee,18,0,22,0,22,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
The Turks,Baghlah, Ship, Light,50,8, Normal, Trained,1150,350,250,250, Melee,18,0,22,0,22,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
The Turks,War Galley, Ship, Light,30,8, Normal, Trained,700,200,150,150, Melee,12,0,12,0,12,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
Venice,Italian Militia, Infantry, Light,60,5, Normal, Trained,370,125,85,65, Light spear (Melee),7,3,9,0,3,6,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 4,,,,,,TRUE,,,,,,,,,,,,,,,
Venice,Italian Militia, Infantry, Light,60,5, Normal, Trained,370,125,85,65, Light spear (Melee),7,3,9,0,3,6,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 4,,,,,,TRUE,,,,,,,,,,,,,,,
Venice,Armoured Sergeants, Infantry, Spearmen,60,5, Normal, Trained,540,155,85,65, Long spear (Melee),7,3,14,5,3,6,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 8,,,,,,,,,,,,,,,,,,,,,
Venice,Armoured Sergeants, Infantry, Spearmen,60,5, Normal, Trained,540,155,85,65, Long spear (Melee),7,3,14,5,3,6,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 8,,,,,,,,,,,,,,,,,,,,,
Venice,Armoured Sergeants, Infantry, Spearmen,60,5, Normal, Trained,540,155,85,65, Long spear (Melee),7,3,14,5,3,6,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 8,,,,,,,,,,,,,,,,,,,,,
Venice,Sergeant Spearmen, Infantry, Spearmen,60,5, Normal, Trained,420,155,85,65, Long spear (Melee),7,3,9,0,3,6,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 8,,,,,,,,,,,,,,,,,,,,,
Venice,Dismounted Feudal Knights, Infantry, Heavy,48,9, Normal, Trained,570,225,90,70, Sword (Melee),13,3,21,7,8,6,1,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,
Venice,Dismounted Feudal Knights, Infantry, Heavy,48,9, Normal, Trained,570,225,90,70, Sword (Melee),13,3,21,7,8,6,1,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,
Venice,Dismounted Feudal Knights, Infantry, Heavy,48,9, Normal, Trained,570,225,90,70, Sword (Melee),13,3,21,7,8,6,1,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,
Venice,Arquebusiers, Infantry, Missile,48,3, Normal, Trained,460,125,65,50, Arquebus (Missile),14,1,3,0,3,0,1,TRUE,TRUE,TRUE, Armour piercing,,120,20, Weak sword (Melee),6,,,,,,,TRUE,TRUE,TRUE,,,,,,,
Venice,Arquebusiers, Infantry, Missile,48,3, Normal, Trained,460,125,65,50, Arquebus (Missile),14,1,3,0,3,0,1,TRUE,TRUE,TRUE, Armour piercing,,120,20, Weak sword (Melee),6,,,,,,,TRUE,TRUE,TRUE,,,,,,,
Venice,Arquebusiers, Infantry, Missile,48,3, Normal, Trained,460,125,65,50, Arquebus (Missile),14,1,3,0,3,0,1,TRUE,TRUE,TRUE, Armour piercing,,120,20, Weak sword (Melee),6,,,,,,,TRUE,TRUE,TRUE,,,,,,,
Venice,Pavise Crossbow Militia, Infantry, Missile,48,3, Normal, Trained,490,100,65,50, Steel crossbow (Missile),12,1,14,5,3,6,1,TRUE,TRUE,TRUE, Armour piercing,,160,30, Weak sword (Melee),6,TRUE,,,,,,,,,,,,,,,
Venice,Pavise Crossbow Militia, Infantry, Missile,48,3, Normal, Trained,490,100,65,50, Steel crossbow (Missile),12,1,14,5,3,6,1,TRUE,TRUE,TRUE, Armour piercing,,160,30, Weak sword (Melee),6,TRUE,,,,,,,,,,,,,,,
Venice,Pavise Crossbow Militia, Infantry, Missile,48,3, Normal, Trained,490,100,65,50, Steel crossbow (Missile),12,1,14,5,3,6,1,TRUE,TRUE,TRUE, Armour piercing,,160,30, Weak sword (Melee),6,TRUE,,,,,,,,,,,,,,,
Venice,Venetian Archers, Infantry, Missile,48,5, Normal, Trained,610,150,75,55, Composite bow (Missile),9,2,13,7,6,0,1,TRUE,TRUE,TRUE,,,160,30, Sword (Melee),11,,,,,,,,,,,,,,,,
Venice,Mounted Sergeants, Cavalry, Light,32,5, Normal, Trained,470,175,100,75, Cavalry spear (Melee),9,3,13,4,5,4,1,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),9,, Heavy horse,TRUE,,,,,,,,,,,,,
Venice,Mounted Sergeants, Cavalry, Light,32,5, Normal, Trained,470,175,100,75, Cavalry spear (Melee),9,3,13,4,5,4,1,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),9,, Heavy horse,TRUE,,,,,,,,,,,,,
Venice,Broken Lances, Cavalry, Heavy,32,9, Low, Trained,730,320,120,95, Cavalry heavy lance (Melee),10,4,13,9,4,0,1,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),11,, Heavy horse,TRUE,,,,,,,TRUE,,,,,,
Venice,Broken Lances, Cavalry, Heavy,32,9, Low, Trained,730,320,120,95, Cavalry heavy lance (Melee),10,4,13,9,4,0,1,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),11,, Heavy horse,TRUE,,,,,,,TRUE,,,,,,
Venice,Broken Lances, Cavalry, Heavy,32,9, Low, Trained,730,320,120,95, Cavalry heavy lance (Melee),10,4,13,9,4,0,1,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),11,, Heavy horse,TRUE,,,,,,,TRUE,,,,,,
Venice,General's Bodyguard, Cavalry, Heavy,16,11, Normal, Trained,820,250,120,95, Cavalry heavy lance (Melee),13,4,32,7,5,4,2,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),14,, Barded horse,,,,,,,,,TRUE,,,,,
Venice,General's Bodyguard, Cavalry, Heavy,16,11, Normal, Trained,820,250,120,95, Cavalry heavy lance (Melee),13,4,32,7,5,4,2,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),14,, Barded horse,,,,,,,,,TRUE,,,,,
Venice,General's Bodyguard, Cavalry, Heavy,16,11, Normal, Trained,820,250,120,95, Cavalry heavy lance (Melee),13,4,32,7,5,4,2,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),14,, Barded horse,,,,,,,,,TRUE,,,,,
Venice,Knights Templar, Cavalry, Heavy,32,11, Impetuous, Highly trained,880,250,130,100, Cavalry heavy lance (Melee),13,4,16,7,5,4,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),14,, Mailed horse,TRUE,,,,,,,TRUE,,,,,,
Venice,Knights Templar, Cavalry, Heavy,32,11, Impetuous, Highly trained,880,250,130,100, Cavalry heavy lance (Melee),13,4,16,7,5,4,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),14,, Mailed horse,TRUE,,,,,,,TRUE,,,,,,
Venice,Knights Templar, Cavalry, Heavy,32,11, Impetuous, Highly trained,880,250,130,100, Cavalry heavy lance (Melee),13,4,16,7,5,4,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),14,, Mailed horse,TRUE,,,,,,,TRUE,,,,,,
Venice,Mounted Crossbowmen, Cavalry, Missile,32,3, Normal, Trained,470,175,90,70, Cavalry crossbow (Missile),5,2,10,5,5,0,1,TRUE,TRUE,TRUE, Armour piercing,,120,30, Cavalry sword (Melee),7,, Fast pony,,TRUE,,,,,,,,,,,,
Venice,Ballista, Siege, Missile,16,9, Disciplined, Highly trained,370,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,180,50, Ballista (Siege),55,,,,,,,,,,,,,,,,
Venice,Ballista, Siege, Missile,16,9, Disciplined, Highly trained,370,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,180,50, Ballista (Siege),55,,,,,,,,,,,,,,,,
Venice,Ballista, Siege, Missile,16,9, Disciplined, Highly trained,370,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,180,50, Ballista (Siege),55,,,,,,,,,,,,,,,,
Venice,Catapult, Siege, Missile,16,9, Disciplined, Highly trained,400,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,200,30, Catapult (Siege),55,,,,,,,,,,,,,,,,
Venice,Catapult, Siege, Missile,16,9, Disciplined, Highly trained,400,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,200,30, Catapult (Siege),55,,,,,,,,,,,,,,,,
Venice,Catapult, Siege, Missile,16,9, Disciplined, Highly trained,400,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,200,30, Catapult (Siege),55,,,,,,,,,,,,,,,,
Venice,Mortar, Siege, Missile,16,9, Disciplined, Highly trained,520,250,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,300,30, Mortar (Siege),65,,,,,,,,TRUE,,,,,,,,
Venice,Mortar, Siege, Missile,16,9, Disciplined, Highly trained,520,250,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,300,30, Mortar (Siege),65,,,,,,,,TRUE,,,,,,,,
Venice,Mortar, Siege, Missile,16,9, Disciplined, Highly trained,520,250,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,300,30, Mortar (Siege),65,,,,,,,,TRUE,,,,,,,,
Venice,Carrack, Ship, Light,50,5, Normal, Trained,1500,350,250,250, Melee,30,0,30,0,30,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
Venice,Carrack, Ship, Light,50,5, Normal, Trained,1500,350,250,250, Melee,30,0,30,0,30,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
Venice,Carrack, Ship, Light,50,5, Normal, Trained,1500,350,250,250, Melee,30,0,30,0,30,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
Venice,War Galley, Ship, Light,30,8, Normal, Trained,700,200,150,150, Melee,12,0,12,0,12,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
